,ISU_CD,ISU_SRT_CD,ISU_NM,ISU_ABBRV,ISU_ENG_NM,LIST_DD,LSTTRD_DD,EXP_DD,ELW_ULY_TP_NM,ULY_NM,LIST_SHRS,ISUR_NM,ELW_CONV_RTO,RGHT_TP_NM,ELW_EXER_TP,EXER_PRC,LP_NM,ORD_SPD_RTO,ELW_LST_SETL_METHD
103,KRA581139D76,58J714,KB증권(주) 주식워런트증권 제J714호,KBJ714LG생건콜,KB SECURITIES ELW J714,2023/07/19,2024/04/11,2024/04/15,주식,LG생활건강,"9,300,000",KB증권,0.001,콜,유럽형,"522,000",KB증권,15,현금결제
104,KRA581141D72,58J716,KB증권(주) 주식워런트증권 제J716호,KBJ716SK텔레콤콜,KB SECURITIES ELW J716,2023/07/19,2024/05/09,2024/05/13,주식,SK텔레콤,"8,000,000",KB증권,0.02,콜,유럽형,"47,100",KB증권,15,현금결제
105,KRA581142D71,58J717,KB증권(주) 주식워런트증권 제J717호,KBJ717SK텔레콤콜,KB SECURITIES ELW J717,2023/07/19,2024/06/13,2024/06/17,주식,SK텔레콤,"10,000,000",KB증권,0.02,콜,유럽형,"50,000",KB증권,15,현금결제
106,KRA581143D70,58J718,KB증권(주) 주식워런트증권 제J718호,KBJ718삼성바이콜,KB SECURITIES ELW J718,2023/07/19,2024/02/08,2024/02/14,주식,삼성바이오로직스,"12,400,000",KB증권,0.001,콜,유럽형,"817,000",KB증권,15,현금결제
107,KRA581244D78,58J719,KB증권(주) 주식워런트증권 제J719호,KBJ719삼성바이풋,KB SECURITIES ELW J719,2023/07/19,2024/05/09,2024/05/13,주식,삼성바이오로직스,"17,900,000",KB증권,0.001,풋,유럽형,"707,000",KB증권,15,현금결제
108,KRA581145D78,58J720,KB증권(주) 주식워런트증권 제J720호,KBJ720모비스콜,KB SECURITIES ELW J720,2023/07/19,2024/02/08,2024/02/14,주식,현대모비스,"18,600,000",KB증권,0.002,콜,유럽형,"232,000",KB증권,15,현금결제
109,KRA581146D77,58J721,KB증권(주) 주식워런트증권 제J721호,KBJ721케이티콜,KB SECURITIES ELW J721,2023/07/19,2024/05/09,2024/05/13,주식,KT,"9,800,000",KB증권,0.02,콜,유럽형,"28,800",KB증권,15,현금결제
110,KRA581147D76,58J722,KB증권(주) 주식워런트증권 제J722호,KBJ722케이티콜,KB SECURITIES ELW J722,2023/07/19,2024/06/13,2024/06/17,주식,KT,"10,500,000",KB증권,0.02,콜,유럽형,"30,000",KB증권,15,현금결제
111,KRA581148D75,58J723,KB증권(주) 주식워런트증권 제J723호,KBJ723아모레콜,KB SECURITIES ELW J723,2023/07/19,2024/03/14,2024/03/18,주식,아모레퍼시픽,"11,000,000",KB증권,0.005,콜,유럽형,"106,500",KB증권,15,현금결제
112,KRA581250D79,58J725,KB증권(주) 주식워런트증권 제J725호,KBJ725우리금융풋,KB SECURITIES ELW J725,2023/07/19,2024/03/14,2024/03/18,주식,우리금융지주,"20,800,000",KB증권,0.05,풋,유럽형,"10,800",KB증권,15,현금결제
113,KRA581151D79,58J726,KB증권(주) 주식워런트증권 제J726호,KBJ726SKC콜,KB SECURITIES ELW J726,2023/07/19,2024/01/11,2024/01/15,주식,SKC,"14,000,000",KB증권,0.005,콜,유럽형,"109,000",KB증권,15,현금결제
114,KRA581252D77,58J727,KB증권(주) 주식워런트증권 제J727호,KBJ727SKC풋,KB SECURITIES ELW J727,2023/07/19,2024/02/08,2024/02/14,주식,SKC,"16,000,000",KB증권,0.005,풋,유럽형,"96,500",KB증권,15,현금결제
115,KRA581153D77,58J728,KB증권(주) 주식워런트증권 제J728호,KBJ728케이티지콜,KB SECURITIES ELW J728,2023/07/19,2024/02/08,2024/02/14,주식,KT&G,"10,000,000",KB증권,0.01,콜,유럽형,"80,000",KB증권,15,현금결제
116,KRA581154D76,58J729,KB증권(주) 주식워런트증권 제J729호,KBJ729케이티지콜,KB SECURITIES ELW J729,2023/07/19,2024/06/13,2024/06/17,주식,KT&G,"10,500,000",KB증권,0.01,콜,유럽형,"88,500",KB증권,15,현금결제
117,KRA581155D75,58J730,KB증권(주) 주식워런트증권 제J730호,KBJ730삼성물산콜,KB SECURITIES ELW J730,2023/07/19,2024/06/13,2024/06/17,주식,삼성물산,"12,500,000",KB증권,0.005,콜,유럽형,"109,500",KB증권,15,현금결제
118,KRA581256D73,58J731,KB증권(주) 주식워런트증권 제J731호,KBJ731삼성물산풋,KB SECURITIES ELW J731,2023/07/19,2024/06/13,2024/06/17,주식,삼성물산,"25,700,000",KB증권,0.005,풋,유럽형,"98,700",KB증권,15,현금결제
119,KRA581159D71,58J734,KB증권(주) 주식워런트증권 제J734호,KBJ734한국전력콜,KB SECURITIES ELW J734,2023/07/19,2024/01/11,2024/01/15,주식,한국전력,"11,800,000",KB증권,0.05,콜,유럽형,"21,400",KB증권,15,현금결제
120,KRA581260D77,58J735,KB증권(주) 주식워런트증권 제J735호,KBJ735한국전력풋,KB SECURITIES ELW J735,2023/07/19,2024/02/08,2024/02/14,주식,한국전력,"10,200,000",KB증권,0.05,풋,유럽형,"18,600",KB증권,15,현금결제
121,KRA581161D77,58J736,KB증권(주) 주식워런트증권 제J736호,KBJ736SK콜,KB SECURITIES ELW J736,2023/07/19,2024/05/09,2024/05/13,주식,SK,"8,000,000",KB증권,0.005,콜,유럽형,"169,500",KB증권,15,현금결제
122,KRA581162D76,58J737,KB증권(주) 주식워런트증권 제J737호,KBJ737SK콜,KB SECURITIES ELW J737,2023/07/19,2024/02/08,2024/02/14,주식,SK,"8,000,000",KB증권,0.005,콜,유럽형,"157,000",KB증권,15,현금결제
123,KRA581267D70,58J742,KB증권(주) 주식워런트증권 제J742호,KBJ742SK하이닉풋,KB SECURITIES ELW J742,2023/07/19,2024/01/11,2024/01/15,주식,SK하이닉스,"12,000,000",KB증권,0.005,풋,유럽형,"117,000",KB증권,15,현금결제
124,KRA583292D75,58J767,KB증권(주) 주식워런트증권 제J767호,KBJ767KOSPI200풋,KB SECURITIES ELW J767,2023/07/19,2024/01/11,2024/01/15,주가지수,코스피 200,"10,000,000",KB증권,100.0,풋,유럽형,312,KB증권,15,현금결제
125,KRA583293D74,58J768,KB증권(주) 주식워런트증권 제J768호,KBJ768KOSPI200풋,KB SECURITIES ELW J768,2023/07/19,2024/01/11,2024/01/15,주가지수,코스피 200,"10,000,000",KB증권,100.0,풋,유럽형,315,KB증권,15,현금결제
126,KRA583294D73,58J769,KB증권(주) 주식워런트증권 제J769호,KBJ769KOSPI200풋,KB SECURITIES ELW J769,2023/07/19,2024/01/11,2024/01/15,주가지수,코스피 200,"10,000,000",KB증권,100.0,풋,유럽형,318,KB증권,15,현금결제
127,KRA583295D72,58J770,KB증권(주) 주식워런트증권 제J770호,KBJ770KOSPI200풋,KB SECURITIES ELW J770,2023/07/19,2024/01/11,2024/01/15,주가지수,코스피 200,"10,000,000",KB증권,100.0,풋,유럽형,320,KB증권,15,현금결제
128,KRA583296D71,58J771,KB증권(주) 주식워런트증권 제J771호,KBJ771KOSPI200풋,KB SECURITIES ELW J771,2023/07/19,2024/01/11,2024/01/15,주가지수,코스피 200,"10,000,000",KB증권,100.0,풋,유럽형,322,KB증권,15,현금결제
129,KRA583297D70,58J772,KB증권(주) 주식워런트증권 제J772호,KBJ772KOSPI200풋,KB SECURITIES ELW J772,2023/07/19,2024/02/08,2024/02/14,주가지수,코스피 200,"10,000,000",KB증권,100.0,풋,유럽형,312,KB증권,15,현금결제
130,KRA583298D79,58J773,KB증권(주) 주식워런트증권 제J773호,KBJ773KOSPI200풋,KB SECURITIES ELW J773,2023/07/19,2024/02/08,2024/02/14,주가지수,코스피 200,"10,000,000",KB증권,100.0,풋,유럽형,315,KB증권,15,현금결제
131,KRA583299D78,58J774,KB증권(주) 주식워런트증권 제J774호,KBJ774KOSPI200풋,KB SECURITIES ELW J774,2023/07/19,2024/02/08,2024/02/14,주가지수,코스피 200,"10,000,000",KB증권,100.0,풋,유럽형,318,KB증권,15,현금결제
132,KRA5832A0D70,58J775,KB증권(주) 주식워런트증권 제J775호,KBJ775KOSPI200풋,KB SECURITIES ELW J775,2023/07/19,2024/02/08,2024/02/14,주가지수,코스피 200,"9,000,000",KB증권,100.0,풋,유럽형,320,KB증권,15,현금결제
133,KRA5832A1D79,58J776,KB증권(주) 주식워런트증권 제J776호,KBJ776KOSPI200풋,KB SECURITIES ELW J776,2023/07/19,2024/02/08,2024/02/14,주가지수,코스피 200,"9,000,000",KB증권,100.0,풋,유럽형,322,KB증권,15,현금결제
134,KRA5832A2D78,58J777,KB증권(주) 주식워런트증권 제J777호,KBJ777KOSPI200풋,KB SECURITIES ELW J777,2023/07/19,2024/03/14,2024/03/18,주가지수,코스피 200,"10,000,000",KB증권,100.0,풋,유럽형,312,KB증권,15,현금결제
135,KRA5832A3D77,58J778,KB증권(주) 주식워런트증권 제J778호,KBJ778KOSPI200풋,KB SECURITIES ELW J778,2023/07/19,2024/03/14,2024/03/18,주가지수,코스피 200,"10,000,000",KB증권,100.0,풋,유럽형,315,KB증권,15,현금결제
136,KRA5832A4D76,58J779,KB증권(주) 주식워런트증권 제J779호,KBJ779KOSPI200풋,KB SECURITIES ELW J779,2023/07/19,2024/03/14,2024/03/18,주가지수,코스피 200,"9,000,000",KB증권,100.0,풋,유럽형,318,KB증권,15,현금결제
137,KRA5832A5D75,58J780,KB증권(주) 주식워런트증권 제J780호,KBJ780KOSPI200풋,KB SECURITIES ELW J780,2023/07/19,2024/03/14,2024/03/18,주가지수,코스피 200,"9,000,000",KB증권,100.0,풋,유럽형,320,KB증권,15,현금결제
138,KRA5832A6D74,58J781,KB증권(주) 주식워런트증권 제J781호,KBJ781KOSPI200풋,KB SECURITIES ELW J781,2023/07/19,2024/03/14,2024/03/18,주가지수,코스피 200,"9,000,000",KB증권,100.0,풋,유럽형,322,KB증권,15,현금결제
139,KRA581201D87,58J782,KB증권(주) 주식워런트증권 제J782호,KBJ782삼성전자풋,KB SECURITIES ELW J782,2023/08/29,2024/08/08,2024/08/12,주식,삼성전자,"25,000,000",KB증권,0.01,풋,유럽형,"61,500",KB증권,15,현금결제
140,KRA581102D87,58J783,KB증권(주) 주식워런트증권 제J783호,KBJ783POSCO홀콜,KB SECURITIES ELW J783,2023/08/29,2024/02/08,2024/02/14,주식,POSCO홀딩스,"10,500,000",KB증권,0.001,콜,유럽형,"660,000",KB증권,15,현금결제
141,KRA581203D85,58J784,KB증권(주) 주식워런트증권 제J784호,KBJ784POSCO홀풋,KB SECURITIES ELW J784,2023/08/29,2024/03/14,2024/03/18,주식,POSCO홀딩스,"12,000,000",KB증권,0.001,풋,유럽형,"535,000",KB증권,15,현금결제
142,KRA581104D85,58J785,KB증권(주) 주식워런트증권 제J785호,KBJ785SK하이닉콜,KB SECURITIES ELW J785,2023/08/29,2024/04/11,2024/04/15,주식,SK하이닉스,"13,500,000",KB증권,0.005,콜,유럽형,"133,000",KB증권,15,현금결제
143,KRA581105D84,58J786,KB증권(주) 주식워런트증권 제J786호,KBJ786SK하이닉콜,KB SECURITIES ELW J786,2023/08/29,2024/02/08,2024/02/14,주식,SK하이닉스,"14,500,000",KB증권,0.005,콜,유럽형,"127,500",KB증권,15,현금결제
144,KRA581206D82,58J787,KB증권(주) 주식워런트증권 제J787호,KBJ787SK하이닉풋,KB SECURITIES ELW J787,2023/08/29,2024/02/08,2024/02/14,주식,SK하이닉스,"18,000,000",KB증권,0.005,풋,유럽형,"113,000",KB증권,15,현금결제
145,KRA581108D81,58J789,KB증권(주) 주식워런트증권 제J789호,KBJ789LG화학콜,KB SECURITIES ELW J789,2023/08/29,2024/03/14,2024/03/18,주식,LG화학,"12,000,000",KB증권,0.001,콜,유럽형,"706,000",KB증권,15,현금결제
146,KRA581109D80,58J790,KB증권(주) 주식워런트증권 제J790호,KBJ790LG화학콜,KB SECURITIES ELW J790,2023/08/29,2024/01/11,2024/01/15,주식,LG화학,"14,000,000",KB증권,0.001,콜,유럽형,"676,000",KB증권,15,현금결제
147,KRA581210D86,58J791,KB증권(주) 주식워런트증권 제J791호,KBJ791LG화학풋,KB SECURITIES ELW J791,2023/08/29,2024/03/14,2024/03/18,주식,LG화학,"15,000,000",KB증권,0.001,풋,유럽형,"573,000",KB증권,15,현금결제
148,KRA581211D85,58J792,KB증권(주) 주식워런트증권 제J792호,KBJ792LG화학풋,KB SECURITIES ELW J792,2023/08/29,2024/01/11,2024/01/15,주식,LG화학,"16,000,000",KB증권,0.001,풋,유럽형,"598,000",KB증권,15,현금결제
149,KRA581212D84,58J793,KB증권(주) 주식워런트증권 제J793호,KBJ793LG에너지풋,KB SECURITIES ELW J793,2023/08/29,2024/07/11,2024/07/15,주식,LG에너지솔루션,"15,000,000",KB증권,0.001,풋,유럽형,"486,000",KB증권,15,현금결제
150,KRA581213D83,58J794,KB증권(주) 주식워런트증권 제J794호,KBJ794LG에너지풋,KB SECURITIES ELW J794,2023/08/29,2024/04/11,2024/04/15,주식,LG에너지솔루션,"13,400,000",KB증권,0.001,풋,유럽형,"530,000",KB증권,15,현금결제
151,KRA581114D83,58J795,KB증권(주) 주식워런트증권 제J795호,KBJ795LG에너지콜,KB SECURITIES ELW J795,2023/08/29,2024/01/11,2024/01/15,주식,LG에너지솔루션,"16,200,000",KB증권,0.001,콜,유럽형,"562,000",KB증권,15,현금결제
152,KRA581115D82,58J796,KB증권(주) 주식워런트증권 제J796호,KBJ796삼성SDI콜,KB SECURITIES ELW J796,2023/08/29,2024/03/14,2024/03/18,주식,삼성SDI,"15,000,000",KB증권,0.001,콜,유럽형,"705,000",KB증권,15,현금결제
153,KRA581116D81,58J797,KB증권(주) 주식워런트증권 제J797호,KBJ797삼성SDI콜,KB SECURITIES ELW J797,2023/08/29,2024/02/08,2024/02/14,주식,삼성SDI,"14,500,000",KB증권,0.001,콜,유럽형,"675,000",KB증권,15,현금결제
154,KRA581217D89,58J798,KB증권(주) 주식워런트증권 제J798호,KBJ798삼성SDI풋,KB SECURITIES ELW J798,2023/08/29,2024/02/08,2024/02/14,주식,삼성SDI,"18,000,000",KB증권,0.001,풋,유럽형,"597,000",KB증권,15,현금결제
155,KRA581118D89,58J799,KB증권(주) 주식워런트증권 제J799호,KBJ799네이버콜,KB SECURITIES ELW J799,2023/08/29,2024/05/09,2024/05/13,주식,NAVER,"15,900,000",KB증권,0.002,콜,유럽형,"248,000",KB증권,15,현금결제
156,KRA581119D88,58J800,KB증권(주) 주식워런트증권 제J800호,KBJ800네이버콜,KB SECURITIES ELW J800,2023/08/29,2024/03/14,2024/03/18,주식,NAVER,"16,700,000",KB증권,0.002,콜,유럽형,"237,500",KB증권,15,현금결제
157,KRA581220D84,58J801,KB증권(주) 주식워런트증권 제J801호,KBJ801네이버풋,KB SECURITIES ELW J801,2023/08/29,2024/07/11,2024/07/15,주식,NAVER,"18,200,000",KB증권,0.002,풋,유럽형,"201,500",KB증권,15,현금결제
158,KRA581221D83,58J802,KB증권(주) 주식워런트증권 제J802호,KBJ802네이버풋,KB SECURITIES ELW J802,2023/08/29,2024/04/11,2024/04/15,주식,NAVER,"18,900,000",KB증권,0.002,풋,유럽형,"210,500",KB증권,15,현금결제
159,KRA581122D83,58J803,KB증권(주) 주식워런트증권 제J803호,KBJ803현대로템콜,KB SECURITIES ELW J803,2023/08/29,2024/01/11,2024/01/15,주식,현대로템,"13,700,000",KB증권,0.02,콜,유럽형,"33,500",KB증권,15,현금결제
160,KRA581124D81,58J805,KB증권(주) 주식워런트증권 제J805호,KBJ805현대차콜,KB SECURITIES ELW J805,2023/08/29,2024/03/14,2024/03/18,주식,현대차,"13,000,000",KB증권,0.005,콜,유럽형,"204,000",KB증권,15,현금결제
161,KRA581125D80,58J806,KB증권(주) 주식워런트증권 제J806호,KBJ806현대차콜,KB SECURITIES ELW J806,2023/08/29,2024/02/08,2024/02/14,주식,현대차,"12,000,000",KB증권,0.005,콜,유럽형,"196,000",KB증권,15,현금결제
162,KRA581226D88,58J807,KB증권(주) 주식워런트증권 제J807호,KBJ807현대차풋,KB SECURITIES ELW J807,2023/08/29,2024/01/11,2024/01/15,주식,현대차,"26,000,000",KB증권,0.005,풋,유럽형,"177,000",KB증권,15,현금결제
163,KRA581129D86,58J810,KB증권(주) 주식워런트증권 제J810호,KBJ810기아콜,KB SECURITIES ELW J810,2023/08/29,2024/07/11,2024/07/15,주식,기아,"13,000,000",KB증권,0.01,콜,유럽형,"89,500",KB증권,15,현금결제
164,KRA581130D83,58J811,KB증권(주) 주식워런트증권 제J811호,KBJ811기아콜,KB SECURITIES ELW J811,2023/08/29,2024/04/11,2024/04/15,주식,기아,"13,500,000",KB증권,0.01,콜,유럽형,"85,700",KB증권,15,현금결제
165,KRA581132D81,58J813,KB증권(주) 주식워런트증권 제J813호,KBJ813한화에어콜,KB SECURITIES ELW J813,2023/08/29,2024/01/11,2024/01/15,주식,한화에어로스페이스,"11,000,000",KB증권,0.005,콜,유럽형,"132,500",KB증권,15,현금결제
166,KRA581134D89,58J815,KB증권(주) 주식워런트증권 제J815호,KBJ815엘지전자콜,KB SECURITIES ELW J815,2023/08/29,2024/07/11,2024/07/15,주식,LG전자,"15,000,000",KB증권,0.005,콜,유럽형,"115,000",KB증권,15,현금결제
167,KRA581135D88,58J816,KB증권(주) 주식워런트증권 제J816호,KBJ816엘지전자콜,KB SECURITIES ELW J816,2023/08/29,2024/04/11,2024/04/15,주식,LG전자,"16,000,000",KB증권,0.005,콜,유럽형,"110,000",KB증권,15,현금결제
168,KRA581236D86,58J817,KB증권(주) 주식워런트증권 제J817호,KBJ817엘지전자풋,KB SECURITIES ELW J817,2023/08/29,2024/06/13,2024/06/17,주식,LG전자,"22,000,000",KB증권,0.005,풋,유럽형,"93,300",KB증권,15,현금결제
169,KRA581237D85,58J818,KB증권(주) 주식워런트증권 제J818호,KBJ818한화솔루풋,KB SECURITIES ELW J818,2023/08/29,2024/01/11,2024/01/15,주식,한화솔루션,"9,000,000",KB증권,0.02,풋,유럽형,"34,300",KB증권,15,현금결제
170,KRA581239D83,58J820,KB증권(주) 주식워런트증권 제J820호,KBJ820셀트리온풋,KB SECURITIES ELW J820,2023/08/29,2024/04/11,2024/04/15,주식,셀트리온,"16,000,000",KB증권,0.005,풋,유럽형,"136,000",KB증권,15,현금결제
171,KRA581240D80,58J821,KB증권(주) 주식워런트증권 제J821호,KBJ821셀트리온풋,KB SECURITIES ELW J821,2023/08/29,2024/01/11,2024/01/15,주식,셀트리온,"15,900,000",KB증권,0.005,풋,유럽형,"145,000",KB증권,15,현금결제
172,KRA581141D80,58J822,KB증권(주) 주식워런트증권 제J822호,KBJ822카카오콜,KB SECURITIES ELW J822,2023/08/29,2024/02/08,2024/02/14,주식,카카오,"18,600,000",KB증권,0.01,콜,유럽형,"57,500",KB증권,15,현금결제
173,KRA581242D88,58J823,KB증권(주) 주식워런트증권 제J823호,KBJ823카카오풋,KB SECURITIES ELW J823,2023/08/29,2024/05/09,2024/05/13,주식,카카오,"17,900,000",KB증권,0.01,풋,유럽형,"46,700",KB증권,15,현금결제
174,KRA581143D88,58J824,KB증권(주) 주식워런트증권 제J824호,KBJ824DB하이텍콜,KB SECURITIES ELW J824,2023/08/29,2024/01/11,2024/01/15,주식,DB하이텍,"11,000,000",KB증권,0.01,콜,유럽형,"62,300",KB증권,15,현금결제
175,KRA581145D86,58J826,KB증권(주) 주식워런트증권 제J826호,KBJ826하이브콜,KB SECURITIES ELW J826,2023/08/29,2024/01/11,2024/01/15,주식,하이브,"11,000,000",KB증권,0.002,콜,유럽형,"283,000",KB증권,15,현금결제
176,KRA581249D81,58J830,KB증권(주) 주식워런트증권 제J830호,KBJ830한국항공풋,KB SECURITIES ELW J830,2023/08/29,2024/01/11,2024/01/15,주식,한국항공우주,"13,200,000",KB증권,0.02,풋,유럽형,"44,400",KB증권,15,현금결제
177,KRA581150D88,58J831,KB증권(주) 주식워런트증권 제J831호,KBJ831LG이노텍콜,KB SECURITIES ELW J831,2023/08/29,2024/02/08,2024/02/14,주식,LG이노텍,"21,000,000",KB증권,0.002,콜,유럽형,"283,500",KB증권,15,현금결제
178,KRA581252D85,58J833,KB증권(주) 주식워런트증권 제J833호,KBJ833LG이노텍풋,KB SECURITIES ELW J833,2023/08/29,2024/05/09,2024/05/13,주식,LG이노텍,"20,500,000",KB증권,0.002,풋,유럽형,"230,000",KB증권,15,현금결제
179,KRA581253D84,58J834,KB증권(주) 주식워런트증권 제J834호,KBJ834LG이노텍풋,KB SECURITIES ELW J834,2023/08/29,2024/02/08,2024/02/14,주식,LG이노텍,"20,000,000",KB증권,0.002,풋,유럽형,"245,500",KB증권,15,현금결제
180,KRA581254D83,58J835,KB증권(주) 주식워런트증권 제J835호,KBJ835삼성전기풋,KB SECURITIES ELW J835,2023/08/29,2024/01/11,2024/01/15,주식,삼성전기,"19,000,000",KB증권,0.005,풋,유럽형,"143,500",KB증권,15,현금결제
181,KRA581155D83,58J836,KB증권(주) 주식워런트증권 제J836호,KBJ836모비스콜,KB SECURITIES ELW J836,2023/08/29,2024/07/11,2024/07/15,주식,현대모비스,"22,000,000",KB증권,0.002,콜,유럽형,"255,500",KB증권,15,현금결제
182,KRA581157D81,58J838,KB증권(주) 주식워런트증권 제J838호,KBJ838NC소프트콜,KB SECURITIES ELW J838,2023/08/29,2024/02/08,2024/02/14,주식,엔씨소프트,"12,900,000",KB증권,0.002,콜,유럽형,"286,500",KB증권,15,현금결제
183,KRA581258D89,58J839,KB증권(주) 주식워런트증권 제J839호,KBJ839삼성바이풋,KB SECURITIES ELW J839,2023/08/29,2024/06/13,2024/06/17,주식,삼성바이오로직스,"23,000,000",KB증권,0.001,풋,유럽형,"733,000",KB증권,15,현금결제
184,KRA581159D89,58J840,KB증권(주) 주식워런트증권 제J840호,KBJ840CS윈드콜,KB SECURITIES ELW J840,2023/08/29,2024/01/11,2024/01/15,주식,씨에스윈드,"13,500,000",KB증권,0.01,콜,유럽형,"79,200",KB증권,15,현금결제
185,KRA581260D85,58J841,KB증권(주) 주식워런트증권 제J841호,KBJ841LG생건풋,KB SECURITIES ELW J841,2023/08/29,2024/02/08,2024/02/14,주식,LG생활건강,"12,000,000",KB증권,0.002,풋,유럽형,"408,500",KB증권,15,현금결제
