,ISU_CD,ISU_SRT_CD,ISU_NM,ISU_ABBRV,ISU_ENG_NM,LIST_DD,LSTTRD_DD,EXP_DD,ELW_ULY_TP_NM,ULY_NM,LIST_SHRS,ISUR_NM,ELW_CONV_RTO,RGHT_TP_NM,ELW_EXER_TP,EXER_PRC,LP_NM,ORD_SPD_RTO,ELW_LST_SETL_METHD
2834,KRA5711AFD99,57JT86,한국투자증권(주) 주식워런트증권 제JT86호,한국JT86삼성SDI콜,KOREA INVESTMENT & SECURITIES ELW JT86,2023/09/19,2024/02/08,2024/02/14,주식,삼성SDI,"11,700,000",한국증권,0.001,콜,유럽형,"690,000",한국증권,15,현금결제
2835,KRA5711AHD97,57JT88,한국투자증권(주) 주식워런트증권 제JT88호,한국JT88삼성SDI콜,KOREA INVESTMENT & SECURITIES ELW JT88,2023/09/19,2024/02/08,2024/02/14,주식,삼성SDI,"9,900,000",한국증권,0.001,콜,유럽형,"647,000",한국증권,15,현금결제
2836,KRA5711AJD95,57JT89,한국투자증권(주) 주식워런트증권 제JT89호,한국JT89삼성SDI콜,KOREA INVESTMENT & SECURITIES ELW JT89,2023/09/19,2024/01/11,2024/01/15,주식,삼성SDI,"10,600,000",한국증권,0.001,콜,유럽형,"635,000",한국증권,15,현금결제
2837,KRA5711ALD91,57JT91,한국투자증권(주) 주식워런트증권 제JT91호,한국JT91삼성SDI콜,KOREA INVESTMENT & SECURITIES ELW JT91,2023/09/19,2024/03/14,2024/03/18,주식,삼성SDI,"6,400,000",한국증권,0.001,콜,유럽형,"550,000",한국증권,15,현금결제
2838,KRA5711AMD90,57JT92,한국투자증권(주) 주식워런트증권 제JT92호,한국JT92삼성바이콜,KOREA INVESTMENT & SECURITIES ELW JT92,2023/09/19,2024/08/08,2024/08/12,주식,삼성바이오로직스,"10,600,000",한국증권,0.001,콜,유럽형,"884,000",한국증권,15,현금결제
2839,KRA5711AND99,57JT93,한국투자증권(주) 주식워런트증권 제JT93호,한국JT93삼성바이콜,KOREA INVESTMENT & SECURITIES ELW JT93,2023/09/19,2024/03/14,2024/03/18,주식,삼성바이오로직스,"11,200,000",한국증권,0.001,콜,유럽형,"812,000",한국증권,15,현금결제
2840,KRA5711AQD96,57JT95,한국투자증권(주) 주식워런트증권 제JT95호,한국JT95삼성바이콜,KOREA INVESTMENT & SECURITIES ELW JT95,2023/09/19,2024/03/14,2024/03/18,주식,삼성바이오로직스,"8,100,000",한국증권,0.001,콜,유럽형,"750,000",한국증권,15,현금결제
2841,KRA5711ARD95,57JT96,한국투자증권(주) 주식워런트증권 제JT96호,한국JT96삼성바이콜,KOREA INVESTMENT & SECURITIES ELW JT96,2023/09/19,2024/06/13,2024/06/17,주식,삼성바이오로직스,"6,900,000",한국증권,0.001,콜,유럽형,"750,000",한국증권,15,현금결제
2842,KRA5711ASD94,57JT97,한국투자증권(주) 주식워런트증권 제JT97호,한국JT97삼성전기콜,KOREA INVESTMENT & SECURITIES ELW JT97,2023/09/19,2024/08/08,2024/08/12,주식,삼성전기,"9,100,000",한국증권,0.005,콜,유럽형,"165,500",한국증권,15,현금결제
2843,KRA5711ATD93,57JT98,한국투자증권(주) 주식워런트증권 제JT98호,한국JT98삼성전기콜,KOREA INVESTMENT & SECURITIES ELW JT98,2023/09/19,2024/01/11,2024/01/15,주식,삼성전기,"12,700,000",한국증권,0.005,콜,유럽형,"162,000",한국증권,15,현금결제
2844,KRA5711AVD99,57JT99,한국투자증권(주) 주식워런트증권 제JT99호,한국JT99삼성전기콜,KOREA INVESTMENT & SECURITIES ELW JT99,2023/09/19,2024/02/08,2024/02/14,주식,삼성전기,"9,700,000",한국증권,0.005,콜,유럽형,"155,000",한국증권,15,현금결제
2845,KRA5711AWD98,57JV00,한국투자증권(주) 주식워런트증권 제JV00호,한국JV00삼성전기콜,KOREA INVESTMENT & SECURITIES ELW JV00,2023/09/19,2024/01/11,2024/01/15,주식,삼성전기,"8,200,000",한국증권,0.005,콜,유럽형,"140,500",한국증권,15,현금결제
2846,KRA5711AXD97,57JV01,한국투자증권(주) 주식워런트증권 제JV01호,한국JV01삼성전자콜,KOREA INVESTMENT & SECURITIES ELW JV01,2023/09/19,2024/04/11,2024/04/15,주식,삼성전자,"17,300,000",한국증권,0.01,콜,유럽형,"75,800",한국증권,15,현금결제
2847,KRA5711AYD96,57JV02,한국투자증권(주) 주식워런트증권 제JV02호,한국JV02삼성전자콜,KOREA INVESTMENT & SECURITIES ELW JV02,2023/09/19,2024/08/08,2024/08/12,주식,삼성전자,"13,600,000",한국증권,0.01,콜,유럽형,"75,800",한국증권,15,현금결제
2848,KRA5711AZD95,57JV03,한국투자증권(주) 주식워런트증권 제JV03호,한국JV03삼성전자콜,KOREA INVESTMENT & SECURITIES ELW JV03,2023/09/19,2024/07/11,2024/07/15,주식,삼성전자,"12,500,000",한국증권,0.01,콜,유럽형,"72,600",한국증권,15,현금결제
2849,KRA5711B0D90,57JV04,한국투자증권(주) 주식워런트증권 제JV04호,한국JV04삼성전자콜,KOREA INVESTMENT & SECURITIES ELW JV04,2023/09/19,2024/08/08,2024/08/12,주식,삼성전자,"10,200,000",한국증권,0.01,콜,유럽형,"71,100",한국증권,15,현금결제
2850,KRA5711B1D99,57JV05,한국투자증권(주) 주식워런트증권 제JV05호,한국JV05삼성전자콜,KOREA INVESTMENT & SECURITIES ELW JV05,2023/09/19,2024/06/13,2024/06/17,주식,삼성전자,"10,600,000",한국증권,0.01,콜,유럽형,"69,600",한국증권,15,현금결제
2851,KRA5711B2D98,57JV06,한국투자증권(주) 주식워런트증권 제JV06호,한국JV06삼성전자콜,KOREA INVESTMENT & SECURITIES ELW JV06,2023/09/19,2024/01/11,2024/01/15,주식,삼성전자,"13,400,000",한국증권,0.01,콜,유럽형,"68,300",한국증권,15,현금결제
2852,KRA5711B3D97,57JV07,한국투자증권(주) 주식워런트증권 제JV07호,한국JV07삼성전자콜,KOREA INVESTMENT & SECURITIES ELW JV07,2023/09/19,2024/04/11,2024/04/15,주식,삼성전자,"11,400,000",한국증권,0.01,콜,유럽형,"68,300",한국증권,15,현금결제
2853,KRA5711B4D96,57JV08,한국투자증권(주) 주식워런트증권 제JV08호,한국JV08삼성전자콜,KOREA INVESTMENT & SECURITIES ELW JV08,2023/09/19,2024/02/08,2024/02/14,주식,삼성전자,"12,100,000",한국증권,0.01,콜,유럽형,"66,900",한국증권,15,현금결제
2854,KRA5711B5D95,57JV09,한국투자증권(주) 주식워런트증권 제JV09호,한국JV09삼성전자콜,KOREA INVESTMENT & SECURITIES ELW JV09,2023/09/19,2024/05/09,2024/05/13,주식,삼성전자,"9,600,000",한국증권,0.01,콜,유럽형,"66,900",한국증권,15,현금결제
2855,KRA5711B6D94,57JV10,한국투자증권(주) 주식워런트증권 제JV10호,한국JV10삼성전자콜,KOREA INVESTMENT & SECURITIES ELW JV10,2023/09/19,2024/03/14,2024/03/18,주식,삼성전자,"9,400,000",한국증권,0.01,콜,유럽형,"65,600",한국증권,15,현금결제
2856,KRA5711B7D93,57JV11,한국투자증권(주) 주식워런트증권 제JV11호,한국JV11삼성전자콜,KOREA INVESTMENT & SECURITIES ELW JV11,2023/09/19,2024/06/13,2024/06/17,주식,삼성전자,"9,000,000",한국증권,0.01,콜,유럽형,"65,600",한국증권,15,현금결제
2857,KRA5711B8D92,57JV12,한국투자증권(주) 주식워런트증권 제JV12호,한국JV12삼성중콜,KOREA INVESTMENT & SECURITIES ELW JV12,2023/09/19,2024/03/14,2024/03/18,주식,삼성중공업,"8,600,000",한국증권,0.1,콜,유럽형,"9,900",한국증권,15,현금결제
2858,KRA5711BAD93,57JV14,한국투자증권(주) 주식워런트증권 제JV14호,한국JV14삼성중콜,KOREA INVESTMENT & SECURITIES ELW JV14,2023/09/19,2024/03/14,2024/03/18,주식,삼성중공업,"6,700,000",한국증권,0.1,콜,유럽형,"9,000",한국증권,15,현금결제
2859,KRA5711BBD92,57JV15,한국투자증권(주) 주식워런트증권 제JV15호,한국JV15셀트리온콜,KOREA INVESTMENT & SECURITIES ELW JV15,2023/09/19,2024/01/11,2024/01/15,주식,셀트리온,"14,800,000",한국증권,0.005,콜,유럽형,"167,000",한국증권,15,현금결제
2860,KRA5711BCD91,57JV16,한국투자증권(주) 주식워런트증권 제JV16호,한국JV16셀트리온콜,KOREA INVESTMENT & SECURITIES ELW JV16,2023/09/19,2024/02/08,2024/02/14,주식,셀트리온,"12,000,000",한국증권,0.005,콜,유럽형,"163,500",한국증권,15,현금결제
2861,KRA5711BDD90,57JV17,한국투자증권(주) 주식워런트증권 제JV17호,한국JV17셀트리온콜,KOREA INVESTMENT & SECURITIES ELW JV17,2023/09/19,2024/06/13,2024/06/17,주식,셀트리온,"7,600,000",한국증권,0.005,콜,유럽형,"160,000",한국증권,15,현금결제
2862,KRA5711BED99,57JV18,한국투자증권(주) 주식워런트증권 제JV18호,한국JV18셀트리온콜,KOREA INVESTMENT & SECURITIES ELW JV18,2023/09/19,2024/01/11,2024/01/15,주식,셀트리온,"11,700,000",한국증권,0.005,콜,유럽형,"156,500",한국증권,15,현금결제
2863,KRA5711BFD98,57JV19,한국투자증권(주) 주식워런트증권 제JV19호,한국JV19셀트리온콜,KOREA INVESTMENT & SECURITIES ELW JV19,2023/09/19,2024/02/08,2024/02/14,주식,셀트리온,"9,700,000",한국증권,0.005,콜,유럽형,"153,500",한국증권,15,현금결제
2864,KRA5711BGD97,57JV20,한국투자증권(주) 주식워런트증권 제JV20호,한국JV20셀트리온콜,KOREA INVESTMENT & SECURITIES ELW JV20,2023/09/19,2024/01/11,2024/01/15,주식,셀트리온,"9,600,000",한국증권,0.005,콜,유럽형,"147,500",한국증권,15,현금결제
2865,KRA5711BHD96,57JV21,한국투자증권(주) 주식워런트증권 제JV21호,한국JV21신한지주콜,KOREA INVESTMENT & SECURITIES ELW JV21,2023/09/19,2024/01/11,2024/01/15,주식,신한지주,"13,700,000",한국증권,0.02,콜,유럽형,"36,500",한국증권,15,현금결제
2866,KRA5711BKD91,57JV23,한국투자증권(주) 주식워런트증권 제JV23호,한국JV23신한지주콜,KOREA INVESTMENT & SECURITIES ELW JV23,2023/09/19,2024/01/11,2024/01/15,주식,신한지주,"10,700,000",한국증권,0.02,콜,유럽형,"33,700",한국증권,15,현금결제
2867,KRA5711BLD90,57JV24,한국투자증권(주) 주식워런트증권 제JV24호,한국JV24CS윈드콜,KOREA INVESTMENT & SECURITIES ELW JV24,2023/09/19,2024/08/08,2024/08/12,주식,씨에스윈드,"5,500,000",한국증권,0.01,콜,유럽형,"79,200",한국증권,15,현금결제
2868,KRA5711BMD99,57JV25,한국투자증권(주) 주식워런트증권 제JV25호,한국JV25CS윈드콜,KOREA INVESTMENT & SECURITIES ELW JV25,2023/09/19,2024/03/14,2024/03/18,주식,씨에스윈드,"6,700,000",한국증권,0.01,콜,유럽형,"72,700",한국증권,15,현금결제
2869,KRA5711BPD96,57JV27,한국투자증권(주) 주식워런트증권 제JV27호,한국JV27아모레콜,KOREA INVESTMENT & SECURITIES ELW JV27,2023/09/19,2024/03/14,2024/03/18,주식,아모레퍼시픽,"7,700,000",한국증권,0.005,콜,유럽형,"134,500",한국증권,15,현금결제
2870,KRA5711BQD95,57JV28,한국투자증권(주) 주식워런트증권 제JV28호,한국JV28아모레콜,KOREA INVESTMENT & SECURITIES ELW JV28,2023/09/19,2024/06/13,2024/06/17,주식,아모레퍼시픽,"7,200,000",한국증권,0.005,콜,유럽형,"134,500",한국증권,15,현금결제
2871,KRA5711BSD93,57JV30,한국투자증권(주) 주식워런트증권 제JV30호,한국JV30아모레콜,KOREA INVESTMENT & SECURITIES ELW JV30,2023/09/19,2024/03/14,2024/03/18,주식,아모레퍼시픽,"6,800,000",한국증권,0.005,콜,유럽형,"123,500",한국증권,15,현금결제
2872,KRA5711BVD98,57JV32,한국투자증권(주) 주식워런트증권 제JV32호,한국JV32에코프로콜,KOREA INVESTMENT & SECURITIES ELW JV32,2023/09/19,2024/03/14,2024/03/18,주식,에코프로,"8,500,000",한국증권,0.001,콜,유럽형,"1,304,400",한국증권,15,현금결제
2873,KRA5711BWD97,57JV33,한국투자증권(주) 주식워런트증권 제JV33호,한국JV33에코프로콜,KOREA INVESTMENT & SECURITIES ELW JV33,2023/09/19,2024/06/13,2024/06/17,주식,에코프로,"8,200,000",한국증권,0.001,콜,유럽형,"1,304,400",한국증권,15,현금결제
2874,KRA5711BXD96,57JV34,한국투자증권(주) 주식워런트증권 제JV34호,한국JV34에코프로콜,KOREA INVESTMENT & SECURITIES ELW JV34,2023/09/19,2024/08/08,2024/08/12,주식,에코프로,"7,600,000",한국증권,0.001,콜,유럽형,"1,304,400",한국증권,15,현금결제
2875,KRA5711BYD95,57JV35,한국투자증권(주) 주식워런트증권 제JV35호,한국JV35에코프로콜,KOREA INVESTMENT & SECURITIES ELW JV35,2023/09/19,2024/01/11,2024/01/15,주식,에코프로,"9,100,000",한국증권,0.001,콜,유럽형,"1,276,000",한국증권,15,현금결제
2876,KRA5711C0D98,57JV37,한국투자증권(주) 주식워런트증권 제JV37호,한국JV37에코프로콜,KOREA INVESTMENT & SECURITIES ELW JV37,2023/09/19,2024/06/13,2024/06/17,주식,에코프로,"7,700,000",한국증권,0.001,콜,유럽형,"1,248,900",한국증권,15,현금결제
2877,KRA5711C1D97,57JV38,한국투자증권(주) 주식워런트증권 제JV38호,한국JV38에코프로콜,KOREA INVESTMENT & SECURITIES ELW JV38,2023/09/19,2024/02/08,2024/02/14,주식,에코프로,"8,700,000",한국증권,0.001,콜,유럽형,"1,222,900",한국증권,15,현금결제
2878,KRA5711C3D95,57JV40,한국투자증권(주) 주식워런트증권 제JV40호,한국JV40에코프로콜,KOREA INVESTMENT & SECURITIES ELW JV40,2023/09/19,2024/03/14,2024/03/18,주식,에코프로,"8,300,000",한국증권,0.001,콜,유럽형,"1,197,900",한국증권,15,현금결제
2879,KRA5711C6D92,57JV43,한국투자증권(주) 주식워런트증권 제JV43호,한국JV43에코비엠콜,KOREA INVESTMENT & SECURITIES ELW JV43,2023/09/19,2024/03/14,2024/03/18,주식,에코프로비엠,"9,100,000",한국증권,0.002,콜,유럽형,"422,700",한국증권,15,현금결제
2880,KRA5711C7D91,57JV44,한국투자증권(주) 주식워런트증권 제JV44호,한국JV44에코비엠콜,KOREA INVESTMENT & SECURITIES ELW JV44,2023/09/19,2024/06/13,2024/06/17,주식,에코프로비엠,"8,000,000",한국증권,0.002,콜,유럽형,"422,700",한국증권,15,현금결제
2881,KRA5711C8D90,57JV45,한국투자증권(주) 주식워런트증권 제JV45호,한국JV45에코비엠콜,KOREA INVESTMENT & SECURITIES ELW JV45,2023/09/19,2024/08/08,2024/08/12,주식,에코프로비엠,"7,000,000",한국증권,0.002,콜,유럽형,"422,700",한국증권,15,현금결제
2882,KRA5711C9D99,57JV46,한국투자증권(주) 주식워런트증권 제JV46호,한국JV46에코비엠콜,KOREA INVESTMENT & SECURITIES ELW JV46,2023/09/19,2024/01/11,2024/01/15,주식,에코프로비엠,"12,200,000",한국증권,0.002,콜,유럽형,"413,500",한국증권,15,현금결제
2883,KRA5711CBD91,57JV48,한국투자증권(주) 주식워런트증권 제JV48호,한국JV48에코비엠콜,KOREA INVESTMENT & SECURITIES ELW JV48,2023/09/19,2024/06/13,2024/06/17,주식,에코프로비엠,"7,500,000",한국증권,0.002,콜,유럽형,"404,700",한국증권,15,현금결제
2884,KRA5711CCD90,57JV49,한국투자증권(주) 주식워런트증권 제JV49호,한국JV49에코비엠콜,KOREA INVESTMENT & SECURITIES ELW JV49,2023/09/19,2024/02/08,2024/02/14,주식,에코프로비엠,"9,400,000",한국증권,0.002,콜,유럽형,"396,300",한국증권,15,현금결제
2885,KRA5711CDD99,57JV50,한국투자증권(주) 주식워런트증권 제JV50호,한국JV50에코비엠콜,KOREA INVESTMENT & SECURITIES ELW JV50,2023/09/19,2024/03/14,2024/03/18,주식,에코프로비엠,"8,500,000",한국증권,0.002,콜,유럽형,"388,200",한국증권,15,현금결제
2886,KRA5711CFD97,57JV52,한국투자증권(주) 주식워런트증권 제JV52호,한국JV52에코비엠콜,KOREA INVESTMENT & SECURITIES ELW JV52,2023/09/19,2024/03/14,2024/03/18,주식,에코프로비엠,"8,400,000",한국증권,0.002,콜,유럽형,"365,800",한국증권,15,현금결제
2887,KRA5711CJD93,57JV55,한국투자증권(주) 주식워런트증권 제JV55호,한국JV55NC소프트콜,KOREA INVESTMENT & SECURITIES ELW JV55,2023/09/19,2024/03/14,2024/03/18,주식,엔씨소프트,"7,600,000",한국증권,0.002,콜,유럽형,"270,000",한국증권,15,현금결제
2888,KRA5711CLD99,57JV57,한국투자증권(주) 주식워런트증권 제JV57호,한국JV57NC소프트콜,KOREA INVESTMENT & SECURITIES ELW JV57,2023/09/19,2024/03/14,2024/03/18,주식,엔씨소프트,"6,000,000",한국증권,0.002,콜,유럽형,"230,000",한국증권,15,현금결제
2889,KRA5711CPD95,57JV60,한국투자증권(주) 주식워런트증권 제JV60호,한국JV60카카오콜,KOREA INVESTMENT & SECURITIES ELW JV60,2023/09/19,2024/03/14,2024/03/18,주식,카카오,"9,400,000",한국증권,0.01,콜,유럽형,"57,500",한국증권,15,현금결제
2890,KRA5711CQD94,57JV61,한국투자증권(주) 주식워런트증권 제JV61호,한국JV61카카오콜,KOREA INVESTMENT & SECURITIES ELW JV61,2023/09/19,2024/06/13,2024/06/17,주식,카카오,"9,100,000",한국증권,0.01,콜,유럽형,"57,500",한국증권,15,현금결제
2891,KRA5711CSD92,57JV63,한국투자증권(주) 주식워런트증권 제JV63호,한국JV63카카오콜,KOREA INVESTMENT & SECURITIES ELW JV63,2023/09/19,2024/03/14,2024/03/18,주식,카카오,"9,000,000",한국증권,0.01,콜,유럽형,"51,800",한국증권,15,현금결제
2892,KRA5711CTD91,57JV64,한국투자증권(주) 주식워런트증권 제JV64호,한국JV64카카오콜,KOREA INVESTMENT & SECURITIES ELW JV64,2023/09/19,2024/03/14,2024/03/18,주식,카카오,"8,000,000",한국증권,0.01,콜,유럽형,"48,800",한국증권,15,현금결제
2893,KRA5711CXD95,57JV67,한국투자증권(주) 주식워런트증권 제JV67호,한국JV67카카오콜,KOREA INVESTMENT & SECURITIES ELW JV67,2023/09/19,2024/03/14,2024/03/18,주식,카카오,"6,500,000",한국증권,0.01,콜,유럽형,"45,000",한국증권,15,현금결제
2894,KRA5711CYD94,57JV68,한국투자증권(주) 주식워런트증권 제JV68호,한국JV68카카오콜,KOREA INVESTMENT & SECURITIES ELW JV68,2023/09/19,2024/06/13,2024/06/17,주식,카카오,"5,600,000",한국증권,0.01,콜,유럽형,"45,000",한국증권,15,현금결제
2895,KRA5711D1D95,57JV71,한국투자증권(주) 주식워런트증권 제JV71호,한국JV71포스코퓨콜,KOREA INVESTMENT & SECURITIES ELW JV71,2023/09/19,2024/03/14,2024/03/18,주식,포스코퓨처엠,"8,400,000",한국증권,0.002,콜,유럽형,"533,000",한국증권,15,현금결제
2896,KRA5711D2D94,57JV72,한국투자증권(주) 주식워런트증권 제JV72호,한국JV72포스코퓨콜,KOREA INVESTMENT & SECURITIES ELW JV72,2023/09/19,2024/06/13,2024/06/17,주식,포스코퓨처엠,"6,700,000",한국증권,0.002,콜,유럽형,"533,000",한국증권,15,현금결제
2897,KRA5711D3D93,57JV73,한국투자증권(주) 주식워런트증권 제JV73호,한국JV73포스코퓨콜,KOREA INVESTMENT & SECURITIES ELW JV73,2023/09/19,2024/08/08,2024/08/12,주식,포스코퓨처엠,"5,500,000",한국증권,0.002,콜,유럽형,"533,000",한국증권,15,현금결제
2898,KRA5711D4D92,57JV74,한국투자증권(주) 주식워런트증권 제JV74호,한국JV74포스코퓨콜,KOREA INVESTMENT & SECURITIES ELW JV74,2023/09/19,2024/01/11,2024/01/15,주식,포스코퓨처엠,"9,600,000",한국증권,0.002,콜,유럽형,"522,000",한국증권,15,현금결제
2899,KRA5711D5D91,57JV75,한국투자증권(주) 주식워런트증권 제JV75호,한국JV75포스코퓨콜,KOREA INVESTMENT & SECURITIES ELW JV75,2023/09/19,2024/02/08,2024/02/14,주식,포스코퓨처엠,"9,400,000",한국증권,0.002,콜,유럽형,"511,000",한국증권,15,현금결제
2900,KRA5711D7D99,57JV77,한국투자증권(주) 주식워런트증권 제JV77호,한국JV77포스코퓨콜,KOREA INVESTMENT & SECURITIES ELW JV77,2023/09/19,2024/03/14,2024/03/18,주식,포스코퓨처엠,"7,000,000",한국증권,0.002,콜,유럽형,"500,000",한국증권,15,현금결제
2901,KRA5711D8D98,57JV78,한국투자증권(주) 주식워런트증권 제JV78호,한국JV78포스코퓨콜,KOREA INVESTMENT & SECURITIES ELW JV78,2023/09/19,2024/06/13,2024/06/17,주식,포스코퓨처엠,"6,100,000",한국증권,0.002,콜,유럽형,"500,000",한국증권,15,현금결제
2902,KRA5711D9D97,57JV79,한국투자증권(주) 주식워런트증권 제JV79호,한국JV79포스코퓨콜,KOREA INVESTMENT & SECURITIES ELW JV79,2023/09/19,2024/01/11,2024/01/15,주식,포스코퓨처엠,"9,500,000",한국증권,0.002,콜,유럽형,"490,000",한국증권,15,현금결제
2903,KRA5711DAD91,57JV80,한국투자증권(주) 주식워런트증권 제JV80호,한국JV80하이브콜,KOREA INVESTMENT & SECURITIES ELW JV80,2023/09/19,2024/08/08,2024/08/12,주식,하이브,"5,900,000",한국증권,0.002,콜,유럽형,"302,000",한국증권,15,현금결제
2904,KRA5711DBD90,57JV81,한국투자증권(주) 주식워런트증권 제JV81호,한국JV81하이브콜,KOREA INVESTMENT & SECURITIES ELW JV81,2023/09/19,2024/03/14,2024/03/18,주식,하이브,"7,900,000",한국증권,0.002,콜,유럽형,"289,000",한국증권,15,현금결제
2905,KRA5711DDD98,57JV83,한국투자증권(주) 주식워런트증권 제JV83호,한국JV83한국전력콜,KOREA INVESTMENT & SECURITIES ELW JV83,2023/09/19,2024/03/14,2024/03/18,주식,한국전력,"6,800,000",한국증권,0.05,콜,유럽형,"21,500",한국증권,15,현금결제
2906,KRA5711DED97,57JV84,한국투자증권(주) 주식워런트증권 제JV84호,한국JV84한국전력콜,KOREA INVESTMENT & SECURITIES ELW JV84,2023/09/19,2024/06/13,2024/06/17,주식,한국전력,"6,600,000",한국증권,0.05,콜,유럽형,"21,000",한국증권,15,현금결제
2907,KRA5711DFD96,57JV85,한국투자증권(주) 주식워런트증권 제JV85호,한국JV85한국전력콜,KOREA INVESTMENT & SECURITIES ELW JV85,2023/09/19,2024/06/13,2024/06/17,주식,한국전력,"5,800,000",한국증권,0.05,콜,유럽형,"19,000",한국증권,15,현금결제
2908,KRA5711DHD94,57JV87,한국투자증권(주) 주식워런트증권 제JV87호,한국JV87한화솔루콜,KOREA INVESTMENT & SECURITIES ELW JV87,2023/09/19,2024/08/08,2024/08/12,주식,한화솔루션,"5,300,000",한국증권,0.02,콜,유럽형,"42,200",한국증권,15,현금결제
2909,KRA5711DKD99,57JV89,한국투자증권(주) 주식워런트증권 제JV89호,한국JV89현대건설콜,KOREA INVESTMENT & SECURITIES ELW JV89,2023/09/19,2024/01/11,2024/01/15,주식,현대건설,"9,900,000",한국증권,0.02,콜,유럽형,"40,500",한국증권,15,현금결제
2910,KRA5711DMD97,57JV91,한국투자증권(주) 주식워런트증권 제JV91호,한국JV91현대건설콜,KOREA INVESTMENT & SECURITIES ELW JV91,2023/09/19,2024/01/11,2024/01/15,주식,현대건설,"8,400,000",한국증권,0.02,콜,유럽형,"36,500",한국증권,15,현금결제
2911,KRA5711DRD92,57JV95,한국투자증권(주) 주식워런트증권 제JV95호,한국JV95모비스콜,KOREA INVESTMENT & SECURITIES ELW JV95,2023/09/19,2024/03/14,2024/03/18,주식,현대모비스,"22,300,000",한국증권,0.002,콜,유럽형,"250,000",한국증권,15,현금결제
2912,KRA5711DSD91,57JV96,한국투자증권(주) 주식워런트증권 제JV96호,한국JV96모비스콜,KOREA INVESTMENT & SECURITIES ELW JV96,2023/09/19,2024/06/13,2024/06/17,주식,현대모비스,"16,700,000",한국증권,0.002,콜,유럽형,"250,000",한국증권,15,현금결제
2913,KRA5711DTD90,57JV97,한국투자증권(주) 주식워런트증권 제JV97호,한국JV97모비스콜,KOREA INVESTMENT & SECURITIES ELW JV97,2023/09/19,2024/06/13,2024/06/17,주식,현대모비스,"13,400,000",한국증권,0.002,콜,유럽형,"230,000",한국증권,15,현금결제
2914,KRA5711DVD96,57JV98,한국투자증권(주) 주식워런트증권 제JV98호,한국JV98현대차콜,KOREA INVESTMENT & SECURITIES ELW JV98,2023/09/19,2024/02/08,2024/02/14,주식,현대차,"20,500,000",한국증권,0.005,콜,유럽형,"213,500",한국증권,15,현금결제
2915,KRA5711DWD95,57JV99,한국투자증권(주) 주식워런트증권 제JV99호,한국JV99현대차콜,KOREA INVESTMENT & SECURITIES ELW JV99,2023/09/19,2024/02/08,2024/02/14,주식,현대차,"14,800,000",한국증권,0.005,콜,유럽형,"200,000",한국증권,15,현금결제
2916,KRA5711DXD94,57JW00,한국투자증권(주) 주식워런트증권 제JW00호,한국JW00현대차콜,KOREA INVESTMENT & SECURITIES ELW JW00,2023/09/19,2024/08/08,2024/08/12,주식,현대차,"8,800,000",한국증권,0.005,콜,유럽형,"200,000",한국증권,15,현금결제
2917,KRA5711DYD93,57JW01,한국투자증권(주) 주식워런트증권 제JW01호,한국JW01현대차콜,KOREA INVESTMENT & SECURITIES ELW JW01,2023/09/19,2024/02/08,2024/02/14,주식,현대차,"11,000,000",한국증권,0.005,콜,유럽형,"188,000",한국증권,15,현금결제
2918,KRA5712DZD91,57JW02,한국투자증권(주) 주식워런트증권 제JW02호,한국JW02DB하이텍풋,KOREA INVESTMENT & SECURITIES ELW JW02,2023/09/19,2024/01/11,2024/01/15,주식,DB하이텍,"8,100,000",한국증권,0.01,풋,유럽형,"51,700",한국증권,15,현금결제
2919,KRA5712E0D92,57JW03,한국투자증권(주) 주식워런트증권 제JW03호,한국JW03한국조선풋,KOREA INVESTMENT & SECURITIES ELW JW03,2023/09/19,2024/03/14,2024/03/18,주식,HD한국조선해양,"15,200,000",한국증권,0.005,풋,유럽형,"109,500",한국증권,15,현금결제
2920,KRA5712E3D99,57JW06,한국투자증권(주) 주식워런트증권 제JW06호,한국JW06KB금융풋,KOREA INVESTMENT & SECURITIES ELW JW06,2023/09/19,2024/03/14,2024/03/18,주식,KB금융,"12,200,000",한국증권,0.01,풋,유럽형,"50,000",한국증권,15,현금결제
2921,KRA5712E4D98,57JW07,한국투자증권(주) 주식워런트증권 제JW07호,한국JW07LG생건풋,KOREA INVESTMENT & SECURITIES ELW JW07,2023/09/19,2024/01/11,2024/01/15,주식,LG생활건강,"6,900,000",한국증권,0.002,풋,유럽형,"435,500",한국증권,15,현금결제
2922,KRA5712E6D96,57JW09,한국투자증권(주) 주식워런트증권 제JW09호,한국JW09LG에너지풋,KOREA INVESTMENT & SECURITIES ELW JW09,2023/09/19,2024/01/11,2024/01/15,주식,LG에너지솔루션,"20,900,000",한국증권,0.001,풋,유럽형,"486,000",한국증권,15,현금결제
2923,KRA5712E7D95,57JW10,한국투자증권(주) 주식워런트증권 제JW10호,한국JW10LG이노텍풋,KOREA INVESTMENT & SECURITIES ELW JW10,2023/09/19,2024/01/11,2024/01/15,주식,LG이노텍,"9,600,000",한국증권,0.002,풋,유럽형,"261,000",한국증권,15,현금결제
2924,KRA5712E8D94,57JW11,한국투자증권(주) 주식워런트증권 제JW11호,한국JW11LG이노텍풋,KOREA INVESTMENT & SECURITIES ELW JW11,2023/09/19,2024/03/14,2024/03/18,주식,LG이노텍,"11,000,000",한국증권,0.002,풋,유럽형,"230,000",한국증권,15,현금결제
